SentenceID,sentence,source,IntervsIntra,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CauseEffect Answer,Model Answer CE,EXPorIMP,sentential_scope,Evaluation,Primary Error,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope,Model,Prompt style,Score,CauseEffect_is_list,Exact Match
7751,The woman hummed to herself. She was in a good mood.,copa,Intersentential,implicit,No,,2d,"[('She was in a good mood', 'The woman hummed to herself')]","[('The woman hummed to herself', 'She was in a good mood')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3478,Updates for Mac versions only available for Mac OS X. * Fixed a bug that caused RE:Flex to crash when spline vertices were too close to each other.,CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('fixed_a_bug', 'Flex to crash')]","[('spline vertices were too close to each other', 'RE:Flex to crash')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7211,"Further developing scenario 32, Following a country's investment in renewable energy, there was a noticeable decrease in energy costs. During the same period, there was a global oil crisis and advancements in solar panel technology.",causalnet.csv,Intersentencial,implicit,Yes,,2h,"[(""country's investment in renewable energy"", 'noticeable decrease in energy costs.'), (""country's investment in renewable energy"", 'a global oil crisis and advancements in solar panel technology.')]","[(""Following a country's investment in renewable energy"", 'there was a noticeable decrease in energy costs')]",['implicit'],['intersentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2234,Most damage has been caused by the tsunami rather than earthquake itself.,CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('earthquake', 'damage'), ('tsunami', 'damage')]","[('tsunami', 'Most damage')]",['explicit'],['intrasentential'],0.5,False Negative,0.5,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1467,"Ultimately, the plaintiffs allege, Apogee and Chapleau caused Dr. Cohn to overdose on drugs, the ingestion of which caused his death.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('ingestion_of', 'death')]","[('Apogee and Chapleau', 'Dr. Cohn to overdose on drugs'), ('ingestion of which', 'his death')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4386,"The question directly addresses the causal impact of not having a sister (the cause) on the event of the prisoner's death (the effect). Given the conditions, where not having a sister implies neither the corporal nor the private shoot, leading to the prisoner not dying, the answer is no.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,"['cause', 'leading to']",2e,"[('not having a sister', 'corporal does not shoot'), ('not having a sister', 'private does not shoot'), ('corporal and private do not shoot', 'prisoner does not die')]","[('not having a sister', ""the event of the prisoner's death""), ('not having a sister', 'neither the corporal nor the private shoot'), ('neither the corporal nor the private shoot', 'the prisoner not dying')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7006,"Following a city's investment in smart street lighting, there was a reduction in energy consumption and improved public safety. During the same period, there was a rise in community safety initiatives and advancements in renewable energy use.",causalnet.csv,Intersentencial,implicit,Yes,,2h,"[('investment in smart street lighting', 'reduction in energy consumption and improved public safety.'), ('investment in smart street lighting', 'a rise in community safety initiatives and advancements in renewable energy use.')]","[(""Following a city's investment in smart street lighting"", 'reduction in energy consumption'), (""Following a city's investment in smart street lighting"", 'improved public safety'), ('During the same period', 'rise in community safety initiatives'), ('During the same period', 'advancements in renewable energy use')]","['implicit', 'implicit', 'implicit', 'implicit']","['intersentential', 'intersentential', 'intersentential', 'intersentential']",0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1057,"The people over at Natural News say that while a few deaths (34/10years), although tragic, have been caused by the faulty engineering of Toyota, the pharmaceuticals approved by the FDA kill 270 people/day.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('faulty engineering of toyota', 'deaths')]","[('pharmaceuticals approved by the FDA', 'kill 270 people/day')]",['explicit'],['intrasentential'],0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2655,"This makes absolute perfect sense mainly because life is filled with unpleasant circumstances like theft, indiscriminate mobile call use as result of robbery, as well as from damages or injuries caused by spills, immersions and injuries.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused', 'because']",2e,"[('injuries', 'damages'), ('immersions', 'damages'), ('spills', 'damages')]","[('life is filled with unpleasant circumstances like theft, indiscriminate mobile call use as result of robbery', 'This makes absolute perfect sense'), ('damages or injuries caused by spills, immersions and injuries', 'This makes absolute perfect sense')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2985,"""We are pleased that our contributions to this worthy cause have been able to relieve some of the pain and agony that cancer can cause,"" Mr. Harrison said.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,['cause'],2e,"[('cancer', 'pain'), ('cancer', 'agony')]","[('our contributions to this worthy cause', 'relieve some of the pain and agony')]",['explicit'],['intrasentential'],0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4458,Travelers estimated that the California earthquake last month will result in a fourth-quarter pre-tax charge of less than $ 10 million .,ECI-B_CTB_EN.csv,intrasentencial,explicit,Yes,['result in'],2e,"[('california earthquake last month', 'estimated pre-tax charge of less than $10 million in fourth quarter'), ('earthquake impact', 'financial charge anticipated by travelers')]","[('California earthquake last month', 'a fourth-quarter pre-tax charge of less than $ 10 million')]",['explicit'],['intrasentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3899,"A Philippine Airforce aerial shot shows residents standing on a rooftop to escape the <e1>floodwaters</e1> caused by continuous <e2>rains</e2> brought on by Typhoon Ketsana in Marikina city, metro Manila September 27, 2009.",Semeval2010Task8.csv,intrasentencial,explicit,No,['caused'],2a,"[('continuous rains brought on by typhoon ketsana', 'floodwaters')]","[('continuous rains', 'residents standing on a rooftop to escape'), ('Typhoon Ketsana', ''), ('floodwaters', '')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
7512,"Even if Chicago builds a downtown casino, it's not going to become an after-hours destination for young Google employees. I wasted a good portion of my late youth at the racetrack, and as a college-educated thirtysomething, I was solidly in the minority. A Chicago casino is not going to become a tourist attraction, either.",fincausal.csv,Intrasentencial,implicit,No,,2b,"[('""if chicago builds a downtown casino"",', '""it\'s not going to become an after-hours destination for young google employees""]')]","[('Chicago builds a downtown casino', 'is not going to become a tourist attraction'), ('I wasted a good portion of my late youth at the racetrack', ''), ('A Chicago casino', '')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.5,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2970,Provides the foundation on which societies can promote ways of saving to enjoy life and keep your life in detail the damage caused by infectious diseases and infections.,CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('infections', 'damage'), ('infectious_diseases', 'damage')]","[('Provides the foundation on which societies can promote ways of saving', 'enjoy life'), ('Provides the foundation on which societies can promote ways of saving', 'keep your life in detail'), ('damage caused by infectious diseases and infections', 'None')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
7914,The boy felt homesick. He went away to camp.,copa,Intersentential,implicit,No,,2d,"[('He went away to camp', 'The boy felt homesick')]","[('The boy felt homesick', 'He went away to camp')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
1361,"However, the therapeutic use in pig production of antibiotics to treat diarrhoea caused by enteric pathogens (including strains of E. coli, Campylobacter and Salmonella spp.) is common in both organic and conventional production systems and has raised concerns about resistance development in livestock pathogens and about transfer of resistance to potential human pathogens.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('enteric_pathogens', 'diarrhoea')]","[('therapeutic use in pig production of antibiotics to treat diarrhoea caused by enteric pathogens (including strains of E. coli, Campylobacter and Salmonella spp.)', 'resistance development in livestock pathogens'), ('therapeutic use in pig production of antibiotics to treat diarrhoea caused by enteric pathogens (including strains of E. coli, Campylobacter and Salmonella spp.)', 'transfer of resistance to potential human pathogens')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2897,The general assumption that slavery was the sole cause of secession and the war that followed is very far from correct.,CauseNet-cause.csv,Intrasentencial,explicit,Yes,['cause'],2e,"[('slavery', 'war'), ('slavery', 'secession')]","[('The general assumption that slavery was the sole cause of secession and the war that followed', 'is very far from correct')]",['explicit'],['intrasentential'],0,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6087,"The ""listening"" <e1>elephant</e1> catches the vibrations with its <e2>toes</e2>, behind which lie pads of acoustically sensitive fat.",Semeval2010Task8.csv,Intrasentencial,implicit,No,,2b,"[('pads of acoustically sensitive fat', 'catches vibration with its toes')]","[(""The 'listening' elephant catches the vibrations with its toes"", 'behind which lie pads of acoustically sensitive fat')]",['implicit'],['intrasentential'],0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5865,"Whitmire questioned why several prisons , including the Estelle unit , stopped searching visitors two months before Comeaux's escape and moved to random pat - downs .",ECI-B_ESC_EN.csv,Intrasentencial,implicit,No,,2b,"[('several prisons stopped searching visitors and moved to random pat-downs', ""comeaux's escape"")]","[(""Whitmire questioned why several prisons , including the Estelle unit , stopped searching visitors two months before Comeaux's escape"", 'moved to random pat - downs')]",['implicit'],['intrasentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
8168,The ring on my finger got stuck. My finger swelled.,copa,Intersentential,implicit,No,,2d,"[('My finger swelled', 'The ring on my finger got stuck')]","[('The ring on my finger got stuck', 'My finger swelled')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
8878,"Mendelian randomization analysis showed ADHD causes an increased risk of psoriasis. Hence, early prevention efforts such as smoking cessation may help reduce psoriasis incidence in ADHD patients.",PubMed,Intersentential,explicit,No,Hence,2c,[],"[('ADHD', 'increased risk of psoriasis'), ('early prevention efforts such as smoking cessation', 'help reduce psoriasis incidence in ADHD patients')]","['explicit', 'explicit']","['intersentential', 'intersentential']",0,Hallucination of data,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
327,"An accident report must be filed with local authorities for any accident involving a vehicle that is owned, leased, donated or otherwise managed by the University if the accident results in personal injury to either party or results in property damage that equals or exceeds $400.",CauseNet-noncause.csv,Intrasentencial,explicit,No,['results in'],2a,"[('accident', 'personal_injury')]","[('the accident results in personal injury to either party', 'An accident report must be filed with local authorities'), ('the accident results in property damage that equals or exceeds $400', 'An accident report must be filed with local authorities')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1724,"Rambling, picaresque and satiric, ``Mr. Muo's Travelling Couch'' lacks the hopeful glow that suffused the first book, even when it was depicting the suffering caused by the Cultural Revolution.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('cultural_revolution', 'suffering')]","[('Rambling, picaresque and satiric', 'lacks the hopeful glow that suffused the first book'), ('suffering caused by the Cultural Revolution', 'lacks the hopeful glow that suffused the first book')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
7760,The woman hired a lawyer. She decided to sue her employer.,copa,Intersentential,implicit,No,,2d,"[('She decided to sue her employer', 'The woman hired a lawyer')]","[('The woman hired a lawyer', 'She decided to sue her employer')]",['implicit'],['intersentential'],0,Switch Cause and Effect,0,incorrect,correct,incorrect,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4628,"Hedgehogs annoy only their political opposition, while foxes annoy across the political spectrum, in part because the smartest foxes cherry-pick idea fragments from the whole <e1>array</e1> of <e2>hedgehogs</e2>.",Semeval2010Task8.csv,intrasentencial,explicit,Yes,['because'],2e,"[('smartest foxes cherry-pick idea fragments', 'annoyance across political spectrum'), ('political opposition', 'annoyance by hedgehogs')]","[('the smartest foxes cherry-pick idea fragments from the whole array of hedgehogs', 'foxes annoy across the political spectrum')]",['explicit'],['intrasentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
6496,"""This discharge takes no more than a few microseconds , and is able to reach accelerations of about 40,000 g. Recent research suggests the process occurs in as little as 700 nanoseconds , thus reaching an acceleration of up to 5,410,000 g.""",medcaus.csv,Intrasentencial,implicit,No,,2b,"[('""the process occurs in as little as 700 nanoseconds"",', '""thus reaching an acceleration of up to 5,410,000 g""]')]","[('This discharge takes no more than a few microseconds', 'is able to reach accelerations of about 40,000 g'), ('Recent research suggests the process occurs in as little as 700 nanoseconds', 'thus reaching an acceleration of up to 5,410,000 g')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
2240,"Despite the destruction caused by floods, fires and neglect, the streets contain the heart of the old town.",CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused']",2e,"[('floods', 'destruction'), ('fires', 'destruction'), ('neglect', 'destruction')]","[('floods, fires and neglect', 'destruction'), ('destruction', 'the streets contain the heart of the old town')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3731,"The question directly examines how the cause (drinking coffee) affects the likelihood of a certain effect (the room being dark). Given the lower probability of the room being dark among coffee drinkers (58% as opposed to 89%), drinking coffee does indeed decrease the chance of a dark room.",CausalBench_Text_Part.csv,intrasentencial,explicit,No,['cause'],2a,"[('drinking coffee', 'the room being dark')]","[('drinking coffee', 'decrease the chance of a dark room')]",['explicit'],['intrasentential'],0,False Positive,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
3782,"In an intervened scenario where the prisoner's death is a guaranteed outcome, aligning with the instance where visitation to England elevates the death probability to 74%, it suggests that the influencers likely experienced this visitation, reinforcing the cause-to-effect relationship.",CausalBench_Text_Part.csv,intrasentencial,explicit,No,['cause'],2a,"[('visitation to england', ""prisoner's death"")]","[('visitation to England', 'elevates the death probability to 74%'), ('the influencers likely experienced this visitation', 'reinforcing the cause-to-effect relationship')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2857,Rice also has various ways in which plants can compensate for injury caused by pests and diseases so that yield loss due to pest or disease attack only occurs above a certain threshold of pest attack.,CauseNet-cause.csv,Intrasentencial,explicit,Yes,"['cause', 'caused', 'due to']",2e,"[('diseases', 'injury'), ('pests', 'injury')]","[('pests and diseases', 'injury'), ('injury', 'plants can compensate for'), ('pest or disease attack', 'yield loss'), ('yield loss', 'occurs above a certain threshold of pest attack')]","['explicit', 'explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential', 'intrasentential']",0.25,False Positive,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
5395,"Given that a high school degree or lower correlates with a higher probability (13%) of earning a high salary compared to a college degree or higher, an intervention limiting education to high school or lower would likely increase the proportion of individuals earning high salaries, based on the provided probabilities.",CausalBench_Text_Part.csv,Intrasentencial,implicit,No,,2b,"[('education limited to high school or lower', 'higher proportion earning high salaries')]","[('a high school degree or lower correlates with a higher probability (13%) of earning a high salary compared to a college degree or higher', 'an intervention limiting education to high school or lower would likely increase the proportion of individuals earning high salaries'), ('an intervention limiting education to high school or lower', 'increase the proportion of individuals earning high salaries')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Rewriting instead of proper CE,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4416,"Given that arriving on time usually requires both waking up late and heavy traffic, and observing that there is no traffic, waking up late alone would not result in Alice arriving at school on time.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,['result in'],2e,"[('waking up late and heavy traffic', 'arriving on time'), ('no traffic', 'arriving on time not possible with waking up late alone'), ('waking up late without traffic', 'does not result in arriving on time')]","[('arriving on time', 'waking up late'), ('arriving on time', 'heavy traffic'), ('observing that there is no traffic', 'waking up late alone would not result in Alice arriving at school on time')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
4253,"The question specifically examines the impact of not consuming citrus (the cause) on the condition of having curly hair (the effect). The absence of citrus leads to insufficient vitamin C, which in turn does not lead to straight hair, implying curly hair is the outcome.",CausalBench_Text_Part.csv,intrasentencial,explicit,Yes,"['cause', 'leads to', 'lead to']",2e,"[('consuming citrus', 'curly hair'), ('absence of citrus', 'insufficient vitamin c'), ('insufficient vitamin c', 'not straight hair'), ('not straight hair', 'curly hair')]","[('not consuming citrus', 'curly hair is the outcome'), ('insufficient vitamin C', ''), ('does not lead to straight hair', '')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.17,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
6150,"Sony has announced that it will lay off 900 employees globally, including closing PlayStation's London Studio, as part of a restructuring effort in response to financial challenges.",causalprobe.csv,Intrasentencial,implicit,Yes,,2f,"[('financial challenges', ""closing playstation's london studio.""), ('laying off 900 employees globally', ""closing playstation's london studio."")]","[('financial challenges', 'Sony has announced that it will lay off 900 employees globally'), ('financial challenges', ""including closing PlayStation's London Studio""), ('financial challenges', 'as part of a restructuring effort')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3924,"Eighty-four percent of the <e1>complications</e1> resulted in patient <e2>deaths</e2>, while 16 percent resulted in a serious injury.",Semeval2010Task8.csv,intrasentencial,explicit,No,"['resulted in', 'resulted in']",2a,"[('complications', 'patient deaths')]","[('Eighty-four percent of the complications', 'patient deaths'), ('Sixteen percent of the complications', 'serious injury')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
119,"The bacterium, M. tuberculosis, which causes TB, is slow growing.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,"[('bacterium', 'tb')]","[('The bacterium, M. tuberculosis, which causes TB', 'is slow growing')]",['explicit'],['intrasentential'],0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
156,"But many countries where pregnancy rates are highest are also ravaged by H.I.V., the virus that causes AIDS.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,"[('virus', 'aids')]","[('pregnancy rates are highest', 'ravaged by H.I.V.')]",['explicit'],['intrasentential'],0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
6248,"When I think of an underdog, it makes me think of our inordinate and inexplicable faith that an obviously losing battle will actually result in victory.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,implicit,No,,2b,"[('losing battle', 'result in victory')]","[('When I think of an underdog', 'it makes me think of our inordinate and inexplicable faith'), ('our inordinate and inexplicable faith', 'an obviously losing battle will actually result in victory')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1868,"Amador County was designated as a primary natural disaster area because of losses caused by drought that occurred from Jan. 1, 2008, and continuing.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused', 'because']",2a,"[('drought', 'losses')]","[('losses caused by drought that occurred from Jan. 1, 2008, and continuing', 'Amador County was designated as a primary natural disaster area')]",['explicit'],['intrasentential'],0.5,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
1696,"The firm cooperated with New Jersey-based Becton, Dickinson and Co. to make tests for rubella, the virus that causes German measles.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,"[('virus', 'german_measles')]","[('The firm cooperated with New Jersey-based Becton, Dickinson and Co.', 'make tests for rubella'), ('tests for rubella', 'the virus that causes German measles')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Incorrect matching,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
4584,"Thus previous scientific estimates had overstated the <e1>devastation</e1> caused by the <e2>asteroid</e2>, since topographic and ecologic factors contributing to the result had not been taken into account.",Semeval2010Task8.csv,intrasentencial,explicit,Yes,"['Thus', 'caused', 'since']",2e,"[('asteroid', 'devastation'), ('exclusion of topographic and ecologic factors', 'overstatement of devastation in scientific estimates')]","[('topographic and ecologic factors contributing to the result had not been taken into account', 'previous scientific estimates had overstated the devastation caused by the asteroid')]",['explicit'],['intrasentential'],0.5,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5565,"Courtaulds ' restructuring is among the largest thus far in Britain , though it is dwarfed by B.A.T Industries PLC 's plans to spin roughly off # 4 billion in assets to help fend off a takeover bid from Anglo - French financier Sir James Goldsmith .",ECI-B_CTB_EN.csv,Intrasentencial,implicit,No,,2b,"[(""b.a.t industries' plan to spin off ¬£4 billion in assets"", 'to help fend off a takeover bid from sir james goldsmith')]","[(""Courtaulds ' restructuring"", 'among the largest thus far in Britain'), (""B.A.T Industries PLC 's plans to spin roughly off # 4 billion in assets"", 'dwarfed by'), (""B.A.T Industries PLC 's plans to spin roughly off # 4 billion in assets"", 'help fend off a takeover bid from Anglo - French financier Sir James Goldsmith')]","['implicit', 'implicit', 'implicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
6767,"Recovery rates for those vaccinated are substantially higher than for those who refuse the vaccine across both categories of pre-conditions. Thus, if someone has recovered, it is statistically more probable that they had accepted the vaccine.",CausalBench_Text_Part.csv,Intrasentencial,implicit,No,,2b,"[('""if someone has recovered"",', '""it is statistically more probable that they had accepted the vaccine""]')]","[('vaccinated', 'substantially higher recovery rates'), ('someone has recovered', 'statistically more probable that they had accepted the vaccine')]","['implicit', 'implicit']","['intrasentential', 'intrasentential']",0.5,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
842,"""It causes , and manifests as , a T cell deficiency .""",medcaus.csv,Intrasentencial,explicit,No,"['cause', 'causes']",2a,[],"[('It', 'a T cell deficiency')]",['explicit'],['intrasentential'],0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
989,"Most frequently the problem is caused by a temporary network outage, a software misconfiguration on the receiving end, or a spam-filtering system.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('spam-filtering system', 'problem')]","[('temporary network outage', 'problem'), ('software misconfiguration on the receiving end', 'problem'), ('spam-filtering system', 'problem')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0.33,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,1
3762,"Because the probability of recovering from the disease after getting the vaccine (36%) is significantly higher than recovering without it (14%), it is more likely that a person who recovers had been vaccinated.",CausalBench_Text_Part.csv,intrasentencial,explicit,No,['Because'],2a,"[('getting vaccinated', 'increased likelihood of recovery from the disease')]","[('the probability of recovering from the disease after getting the vaccine (36%) is significantly higher than recovering without it (14%)', 'it is more likely that a person who recovers had been vaccinated')]",['explicit'],['intrasentential'],0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
5145,"To the contrary, the shift in the global division of labour induced high-income economies to specialise in skill-intensive sectors, where there was more potential for fast productivity growth. Donald Trump, a naive mercantilist, focuses, instead, on bilateral trade imbalances as a cause of job losses.",fincausal.csv,intrasentencial,explicit,Yes,['cause'],2e,"[('shift in the global division of labour', 'high-income economies specialise in skill-intensive sectors'), ('specialisation in skill-intensive sectors', 'fast productivity growth'), ('bilateral trade imbalances', 'job losses')]","[('the shift in the global division of labour', 'induced high-income economies to specialise in skill-intensive sectors'), ('specialise in skill-intensive sectors', 'there was more potential for fast productivity growth')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.67,False Negative,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
2016,"""This is likely due to constriction of the afferent arteriole of the glomerulus , resulting in decreased glomerular filtration rate and clearance .""",medcaus.csv,Intrasentencial,explicit,Yes,"['resulting', 'due to']",2e,[],"[('constriction of the afferent arteriole of the glomerulus', 'decreased glomerular filtration rate'), ('constriction of the afferent arteriole of the glomerulus', 'clearance')]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0,Hallucination of data,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0
3451,"When she was growing up on the South Side, Peterson recalls, she wanted to be like all the other kids at the (now-defunct) St. Stanislaus grade school on Mitchell St. So she put up with headaches caused by eyestrain and used what little vision she had for school work.",CauseNet-cause.csv,Intrasentencial,explicit,No,"['cause', 'caused']",2a,"[('eyestrain', 'headaches')]","[('she wanted to be like all the other kids', 'she put up with headaches'), ('she wanted to be like all the other kids', 'used what little vision she had for school work'), ('headaches', 'caused by eyestrain')]","['explicit', 'explicit', 'explicit']","['intrasentential', 'intrasentential', 'intrasentential']",0,Switch Cause and Effect,0,incorrect,correct,correct,Qwen2.5-Coder-32B-Instruct,Few Shot,,TRUE,0.5
