S/N,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope
6361,"German Finance Minister Olaf Scholz has pointed toward a potential 50 billion euros ($55 billion) of stimulus, but only in the event of an economic crisis.",fincausal.csv,Intrasentencial,"[('economic crisis', 'stimulus of ‚Ç¨50 billion')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
3957,The <e1>vibrations</e1> caused a violent twisting <e2>motion</e2> on the bridge.,Semeval2010Task8.csv,intrasentencial,"[('vibrations', 'violent twisting motion on the bridge')]",explicit,No,['caused'],2a,"[('vibrations', 'a violent twisting motion')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct
2081,Thus ischemia in a body part can cause localized anemic effects within those tissues .,medcaus.csv,Intrasentencial,"[('Thus ischemia in a body part', 'localized anemic effects within those tissues'), ('ischemia in a body part', 'localized anemic effects within those tissues')]",explicit,Yes,"['cause', 'effect', 'effects']",2e,"[('ischemia in a body part', 'localized anemic effects within those tissues')]",,['explicit'],['intrasentential'],1.0,incorrect,correct,correct
1067,"The gas inhibits the growth of bacteria, yeasts and molds that can cause such foods to spoil; minimizes curdling; and displaces oxygen, which also contributes to spoilage.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('yeasts', 'foods to spoil')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
6127,"Similar to scenario 8, A city's decision to convert public spaces into green areas coincided with a decrease in urban air pollution and a rise in the use of electric vehicles.",causalnet.csv,Intrasentencial,"[('decision to convert public spaces into green areas', 'decrease in urban air pollution')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1831,"The link was definitely established around 1960 when Mt. Sinai School of Medicine researchers found that asbestos was the cause of mesothelioma, a rare and always fatal cancer of the membranes surrounding the lungs and lining of the abdominal cavity.",CauseNet-cause.csv,Intrasentencial,"[('asbestos', 'mesothelioma')]",explicit,No,['cause'],2a,"[('asbestos', 'mesothelioma')]",,['explicit'],['intrasentential'],1.0,incorrect,correct,correct
818,A large deletion of this mutant allele results in the absence of a c - terminus in the FAD binding domain .,medcaus.csv,Intrasentencial,"[('A large deletion of this mutant allele', 'the absence of a c - terminus')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
6926,"TDCJ officials could answer few questions about how convicted rapist Arcade Joseph Comeaux Jr . , 49 , escaped Monday from a prison van in Baytown after pulling a gun and handcuffing two transport officers , stealing their three guns and walking away .",ECI-B_ESC_EN.csv,Intrasentencial,"[('comeaux pulling a gun and handcuffing transport officers', 'escape from a prison van in baytown.')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2761,"Diabetes, for example, can be a cause of vision loss or loss of limb, which can clearly have a devastating effect on your life.",CauseNet-cause.csv,Intrasentencial,"[('diabetes', 'vision_loss'), ('diabetes', 'loss_of_limb')]",explicit,Yes,"['cause', 'effect']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
495,"Additionally, if you are involved in an accident that results in bodily injury, death, or property damage exceeding $501, you will be required to show proof of insurance.",CauseNet-noncause.csv,Intrasentencial,"[('accident', 'death')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
7205,"Building on scenario 51, A city's introduction of mandatory water-saving devices in all buildings was followed by a significant decrease in water consumption. At the same time, there was an increase in public awareness about water conservation and improvements in water recycling technology.",causalnet.csv,Intersentencial,"[('introduction of mandatory water-saving devices in all buildings', 'significant decrease in water consumption'), ('introduction of mandatory water-saving devices in all buildings', 'an increase in public awareness about water conservation and improvements in water recycling technology.')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
3252,"Reducing the accidents associated with teen drivers; according to Mr. Blackistone, there were too many accidents associated with teen drivers and traffic accidents were the leading cause of death among teens.",CauseNet-cause.csv,Intrasentencial,"[('teen_drivers', 'accidents'), ('accidents', 'death_among_teens')]",explicit,Yes,"['cause', 'drive']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
8806,"Younger firefighters and those working in certain northern California counties faced particular challenges during the study period. With rising temperatures, the risk of heat-related illness in these groups became greater. This greater risk led to increased attention to preventive measures and policies for firefighter safety.",PubMed,Intersentential,"[(""With rising temperatures"", ""the risk of heat-related illness in these groups became greater""), (""This greater risk"", ""increased attention to preventive measures and policies for firefighter safety"")]",explicit,Yes,"""With"", ""led to""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
5784,"The new death toll came after the bodies of two more victims were found in the village of Ziranag which is one of the 12 worst - hit villages in the quake , Qeshm Governor Heydar Alishvandi said .",ECI-B_ESC_EN.csv,Intrasentencial,"[('two more bodies were found in ziranag', 'the death toll rose')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
3543,The measurement of C-reactive protein and immune complexes in endocarditis caused by coagulase-negative staphylococci; McCartney AC et al. ; Coagulase-negative staphylococci are a major cause of early endocarditis following the insertion of prosthetic heart valves but rarely cause endocarditis in natural valves .,CauseNet-cause.csv,Intrasentencial,"[('coagulase-negative_staphylococci', 'endocarditis')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
6880,"And powerful political pressures may convince the Conservative government to keep its so-called golden share , which limits any individual holding to 15 % , until the restriction expires on Dec . 31 , 1990 .",ECI-B_CTB_EN.csv,Intrasentencial,"[('powerful political pressures', 'conservative government keeping the golden share until dec. 31, 1990.')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
399,This resulted in compromises and half-measures that led to delays and indecision.,CauseNet-noncause.csv,Intrasentencial,"[('half-measures', 'delays')]",explicit,No,"['resulted in', 'led to']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
2373,"With aggressive prosecutors, people can be charged with acts that might have caused damage and injury.",CauseNet-cause.csv,Intrasentencial,"[('acts', 'damage'), ('acts', 'injury')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
6704,"To calculate the overall probability of a dark room, we use the law of total probability. With a 23% chance of blowing out the candle and a 58% chance of a dark room when the candle is blown out, and a 77% chance (100%-23%) of not blowing out the candle with a 23% chance of a dark room, the overall probability is \(0.23 \times 0.58 + 0.77 \times 0.23 = 0.1334 + 0.1771 = 0.3105\) or 31.05%. Since this is less than 50%, a dark room is not more likely than a bright room overall.",CausalBench_Text_Part.csv,Intrasentencial,"[('""this (overall probability) is less than 50%"",', '""a dark room is not more likely than a bright room overall""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8665,The man went through therapy. He was diagnosed with depression.,copa,Intersentential,"[(He was diagnosed with depression.), (The man went through therapy.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
2571,"Diarrhea may be caused by an improper diet, hairballs, parasites, eating spoiled food, or an illness.",CauseNet-cause.csv,Intrasentencial,"[('illness', 'diarrhea'), ('parasites', 'diarrhea'), ('hairballs', 'diarrhea')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
4695,"Doctors and environmentalists in Brussels are urging politicians to implement measures to improve air quality in the city, as it is ranked poorly for nitrogen dioxide and fine particulates. The high levels of air pollution in Brussels are primarily caused by traffic congestion, corporate car ownership, and a network of dual carriageways in the city center.",causalprobe.csv,intrasentencial,"[('traffic congestion', 'high levels of air pollution in brussels'), ('corporate car ownership', 'high levels of air pollution in brussels'), ('network of dual carriageways in city center', 'high levels of air pollution in brussels'), ('high levels of air pollution', 'poor ranking for nitrogen dioxide and fine particulates'), ('poor air quality in brussels', 'doctors and environmentalists urging politicians to implement measures')]",explicit,Yes,['caused'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
4822,"Barclaycard has recently changed its terms, reducing the minimum payments required from customers in an effort to provide more flexibility. However, this change could result in customers paying significantly more interest and taking much longer to clear their debt.",causalprobe.csv,intrasentencial,"[('barclaycard reduced minimum payments', 'increased payment flexibility for customers'), ('reduced minimum payments', 'longer time to clear debt'), ('reduced minimum payments', 'significantly more interest paid over time')]",explicit,Yes,['result in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
8377,The woman stopped jogging. She got a cramp in her side.,copa,Intersentential,"[(She got a cramp in her side.), (The woman stopped jogging.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
114,"Since the economic losses caused by natural disasters are often too large for the government to support effectively, its role is to facilitate the self-insurance of the victims of the disasters.",CauseNet-cause.csv,Intrasentencial,"[('natural_disasters', 'economic_losses')]",explicit,No,"['cause', 'caused', 'effect']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
16,"Long-term exposure can cause cancer and damage the brain, liver, kidneys, and immune system.",CauseNet-cause.csv,Intrasentencial,"[('long-term_exposure', 'cancer')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
4332,"The question posits an effect (liking spicy food leads to changes in the probability of high salary) and queries about the causality from this effect. However, it inquires about a hypothetical reversal of the existing cause (disliking spicy food), which doesn't change the fact that liking spicy food leads to a lower probability of high salary compared to not liking it.",CausalBench_Text_Part.csv,intrasentencial,"[('liking spicy food', 'lower probability of high salary'), ('not liking spicy food', 'higher probability of high salary'), ('reversal to liking spicy food', 'decrease in likelihood of high salary')]",explicit,Yes,"['leads to', 'causality', 'cause', 'leads to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
1031,The ability to control the thermal noise caused by magnetic fluctuations will enable development of smaller and more efficient spintronic devices.,coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('magnetic fluctuations', 'ability to control the thermal noise')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4430,"Since a high school degree or lower does not result in low skill levels (unlike a college degree or higher), and given that high skill levels cause black hair, the logic follows that an employee with a high school degree or lower would more likely have high skill levels leading to black hair.",CausalBench_Text_Part.csv,intrasentencial,"[('high school degree or lower', 'does not result in low skill levels'), ('college degree or higher', 'results in low skill levels'), ('high skill levels', ''), ('high school degree or lower', 'more likely leads to high skill levels and thus black hair')]",explicit,Yes,"['Since', 'result in', 'cause', 'leading to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
240,"Occasionally when two players go up in the air and try to go for a ball, legs and knees or even feet flail around and can hit other players in very delicate spots, and having even a small amount of protection can lessen the impact and potential damage that these accidents can cause.",CauseNet-cause.csv,Intrasentencial,"[('accidents', 'potential_damage')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
3974,"Apparently, beyond the <e1>damage</e1> caused by the smoke and the <e2>water</e2>, the structure of the store itself it was not overly damaged.",Semeval2010Task8.csv,intrasentencial,"[('smoke and water', 'damage to the store')]",explicit,No,['caused'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
6011,"Control of the surrounding territory there prevented the French from crossing to safety in Strasbourg , and required the French commander , Jean Victor Marie Moreau , to withdraw toward Basel .",ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[('control of the surrounding territory', 'the prevention of the french from crossing to safety in strasbourg'), ('the prevention of the french from crossing to safety in strasbourg', 'the french commander withdrew toward basel')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
5970,The search and rescue operation was severely hindered by a blizzard and poor visibility .,ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[('a blizzard', 'the search-and-rescue operation was severely hindered'), ('poor visibility', 'the search-and-rescue operation was severely hindered')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
6415,The incident ended with the shooting of the elephant by Lansing police .,medcaus.csv,Intrasentencial,"[('the incident', 'ended with the shooting of the elephant by lansing police')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
5731,Three people have died after rioters in Greece set fire to a bank in Athens during a nationwide strike against huge spending cuts aimed at rescuing the country's economy .,ECI-B_ESC_EN.csv,Intrasentencial,"[(""rioters in greece set fire to a bank in athens during a nationwide strike against huge spending cuts aimed at rescuing the country's economy"", 'three people have died')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
5083,"Investors may also be on the lookout for positive surprises on earnings beats. When a company reports actual earnings results, the surprise factor may cause the stock price to move sharply in either direction. Because it is difficult to gauge how a stock will react after the earnings report, investors may trade with increased caution during this period of time.",fincausal.csv,intrasentencial,"[('positive earnings surprises', 'stock price may move sharply'), ('difficulty gauging stock reaction', 'investors trade with increased caution'), ('earnings report period', 'increased trading caution')]",explicit,Yes,"['cause', 'Because']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
1152,The genetic deafness seen in Dalmatians is caused by loss of blood supply to the cochlea and degeneration of the hair cells of the organ of Corti.,coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('loss of blood supply', 'genetic deafness')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
4988,"At its core, it is a neutral pattern despite the fact that more often than not, it ends up resulting in a continuation pattern. All is not lost, though. We also (shown below) have a potential ascending triangle pattern in play.",fincausal.csv,intrasentencial,"[('presence of the pattern being neutral at its core', 'often results in a continuation pattern'), ('potential ascending triangle pattern in play', 'keeps hope alive for a bullish outcome')]",explicit,Yes,['resulting in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
7864,The driver rotated the steering wheel. The car turned.,copa,Intersentential,"[(The driver rotated the steering wheel.), (The car turned.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
8299,The kayakers paddled their oars. The kayak reached the shore.,copa,Intersentential,"[(The kayakers paddled their oars.), (The kayak reached the shore.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
1468,"At the inquiry, Lt. Col. Addison reported that the main cause of the accident was excessive speed as the driver was attempting to make up lost time to make a connection at .",CauseNet-cause.csv,Intrasentencial,"[('excessive_speed', 'accident')]",explicit,No,"['cause', 'drive']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
1126,"Such blockages can be caused, for example, by the rupture of an atherosclerotic plaque.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('rupture of an atherosclerotic plaque', 'blockages')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
817,"However , he could not because there is no proof of it promoting muscle growth .",medcaus.csv,Intrasentencial,"[('there is no proof of it promoting muscle growth', 'he could not')]",explicit,No,"['cause', 'because']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
3003,"* Prozac, the preferred alternative to St. Johns Wort in the U.S., is known to cause nausea, anxiety, insomnia, diarrhea, dizziness, headaches, sexual dysfunction, and difficulty with concentration.",CauseNet-cause.csv,Intrasentencial,"[('prozac', 'dizziness'), ('prozac', 'sexual_dysfunction'), ('prozac', 'nausea'), ('prozac', 'anxiety'), ('prozac', 'insomnia'), ('prozac', 'headaches')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
7317,"Methane emissions from hydroelectric dams and reservoirs are a significant but often overlooked source of greenhouse gases. Start-ups are developing technology to capture this methane and use it as a source of power, potentially reducing emissions and providing a new energy resource.",causalprobe.csv,Intrasentencial,"[('methane emissions from hydroelectric dams and reservoirs', 'source of greenhouse gases'), ('start ups developing technology to capture this methane', 'potential reduction in emissions and provision of a new energy resource')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
6705,"Although rixq increases the probability of xevu when zuph is not present (from 36% to 49%), it actually decreases the probability when zuph is present (from 56% to 43%). Since the intervention does not distinguish between when zuph is present or not, and xevu is not universally increased by rixq in all conditions, the overall impact cannot conclusively be said to increase xevu.",CausalBench_Text_Part.csv,Intrasentencial,"[('""the intervention does not distinguish between when zuph is present or not, and xevu is not universally increased by rixq in all conditions"",', '""the overall impact cannot conclusively be said to increase xevu""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
8773,"""Guillain-Barré syndrome (GBS) was shown to directly increase the risk of heart failure in Mendelian randomization analysis. No similar causal effect was found between GBS and atrial fibrillation or coronary artery disease. Conversely, cardiovascular disease did not provoke the development of GBS. For this reason, focused cardiovascular monitoring is warranted for GBS patients.""",PubMed,Intersentential,"[(""GBS"", ""increased HF risk""), (""no effect"", ""AF/CAD""), (""CVD"", ""no GBS development""), (""finding"", ""focused CV monitoring needed"")]",explicit,Yes,"""directly increase"", ""no similar effect"", ""did not provoke"", ""For this reason""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
4231,"The change from male to non-male gender would likely result in a less competitive department (as male gender is stated to cause competitive department), which in turn reduces the likelihood of being allergic to peanuts, since both male gender and competitive department together increase the likelihood of peanut allergy.",CausalBench_Text_Part.csv,intrasentencial,"[('change from male to non-male gender', 'less competitive department'), ('male gender', 'competitive department'), ('male gender and competitive department', 'increase the likelihood of peanut allergy')]",explicit,Yes,"['result in', 'cause', 'since']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
6053,She was placed on life support but died following a cardiac arrest four days later .,ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[('cardiac arrest', 'death')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1427,"The success of pain control depends on knowing whether the pain is from nerve damage as a direct result of the knife, the position your body was in on the O.R. table during the surgical procedure itself, or from other body changes caused by the surgery.",CauseNet-cause.csv,Intrasentencial,"[('surgery', 'body_changes')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
5356,"Since the likelihood of lung cancer is lower in nonsmokers (55% versus 65%), a person who does not develop lung cancer is more likely to possess nonsmoking genes, which offer a relatively reduced risk of lung cancer compared to smoking genes.",CausalBench_Text_Part.csv,Intrasentencial,"[('person does not develop lung cancer', 'they have nonsmoking genes')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
5855,"A convicted sex offender who was the subject of a weeklong manhunt after pulling off a daring escape during a prison transfer was captured Monday after authorities received several phone tips , including one from a salesman who recognized the inmate outside his business .",ECI-B_ESC_EN.csv,Intrasentencial,"[('authorities received several phone tips', 'a convicted sex offender was captured monday'), ('a convicted sex offender pulled off a daring escape during a prison transfer', 'there was a weeklong manhunt'), ('a salesman recognized the inmate outside his business', 'one phone tip came from the salesman')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
1072,"The change in the course of the river, which resulted in Lop Nur drying up, was also suggested by Hedin as the reason why ancient settlements such as Loulan had perished.",coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('change in the course of the river', 'lop nur drying up')]",explicit,No,['resulted in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
6776,"The implementation of an intervention where everyone gets vaccinated would result in a recovery rate of 36%, which is higher than the recovery rate without vaccination (17%). Thus, the intervention does not decrease the chance of recovery.",CausalBench_Text_Part.csv,Intersentencial,"[('""the implementation of an intervention where everyone gets vaccinated"",', '""would result in a recovery rate of 36%""] ['), ('""the intervention"",', '""does not decrease the chance of recovery""]')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
3020,"Accompanied by a world-class team of surgeons, doctors, anesthesiologists, and other medical professionals, Dr. Bereczki focuses his career on providing his patients with state-of-the-art endoscopic procedures that help relieve the pain and disability caused by herniated discs, spinal stenosis, arthritis of the spine, and many other spinal conditions.",CauseNet-cause.csv,Intrasentencial,"[('spinal_stenosis', 'pain'), ('herniated_discs', 'pain'), ('spinal_conditions', 'pain'), ('arthritis_of_the_spine', 'pain')]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
71,"Apart from just a ringing sound in the ears, this illness can cause dizziness as well.",CauseNet-cause.csv,Intrasentencial,"[('illness', 'dizziness')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
3077,"Created by Naturopathic physician Dr. Holly Lucille and Fit Over 40 author Jon Benson, NaturaPause uncovers what Dr. Lucille calls ""the root causes"" behind the symptoms associated with perimenopause, menopause, andropause, rapid weight gain, functional erectile dysfunction and constant fatigue.",CauseNet-cause.csv,Intrasentencial,"[('menopause', 'symptoms'), ('perimenopause', 'symptoms'), ('andropause', 'symptoms')]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
2580,Overindulgence leads to obesity which can cause sexual dysfunction.,CauseNet-cause.csv,Intrasentencial,"[('obesity', 'sexual_dysfunction'), ('overindulgence', 'obesity')]",explicit,Yes,"['cause', 'leads to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
342,"The paranoia produced by methamphetamine abuse results in suspiciousness, hyperactive behavior, and dramatic mood swings.",CauseNet-noncause.csv,Intrasentencial,"[('paranoia', 'hyperactive_behavior')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
4515,Many <e1>disorders</e1> of the stomach and intestines cause nausea and <e2>vomiting</e2>.,Semeval2010Task8.csv,intrasentencial,"[('disorders of the stomach', 'nausea'), ('disorders of the stomach', 'vomiting'), ('disorders of the intestines', 'nausea'), ('disorders of the intestines', 'vomiting')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
4725,"Fire ants have been discovered in the Murray Darling Basin, raising concerns about the potential impact on agriculture and ecosystems in the area. Experts warn that the detection of these invasive pests should be a cause for alarm at the highest levels of government.",causalprobe.csv,intrasentencial,"[('discovery of fire ants in the murray darling basin', 'raised concerns about agricultural and ecological impact'), ('presence of invasive pests', 'alarm among experts and government authorities'), ('expert warnings', 'increased urgency for government intervention')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
3407,This incident caused injuries to Mr. Then his whole values will therefore change.,CauseNet-cause.csv,Intrasentencial,"[('incident', 'injuries')]",explicit,No,"['cause', 'caused', 'therefore']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
6152,"A well-connected Russian deputy defence minister, Timur Ivanov, has been arrested and charged with bribe-taking, sparking speculation about a possible purge within Moscow's elites and a crackdown on corruption in the country's armed forces.",causalprobe.csv,Intrasentencial,"[('the arrest and charging of timur ivanov with bribe-taking.', ""sparking speculation about a crackdown on corruption in the country's armed forces.""), (""sparking speculation about a possible purge within moscow's elites."", ""sparking speculation about a crackdown on corruption in the country's armed forces."")]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
1176,All opioids can cause physical dependence.,coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('opioids', 'physical dependence')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
7977,The boy lost hold of the bar of soap. The bar was slippery.,copa,Intersentential,"[(The bar was slippery.), (The boy lost hold of the bar of soap.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
497,"Humulus helps relieve tension and anxiety and may be used where tension results in restlessness, headache and indigestion.",CauseNet-noncause.csv,Intrasentencial,"[('tension', 'headache')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
7497,"Active Trading with Lightspeed Lightspeed provides active traders with all the tools required to help them find success in stock trading, and we have been developing and honing our active trader platform to offer the best possible user experience in the marketplace. With the intuitive interface layouts and institutional quality stock and options scanners, we aim to help traders reach their goals, no matter what their strategy is.",fincausal.csv,Intrasentencial,"[('""lightspeed provides active traders with all the tools required"",', '""to help them find success in stock trading""] ['), ('""the intuitive interface layouts and institutional quality stock and options scanners"",', '""we aim to help traders reach their goals""]')]",implicit,Yes,,2f,,,[],[],0.0,incorrect,incorrect,incorrect
3487,"On the specific question of whether thimerosal in vaccines caused autism, Dr. Paul Offit suggests in a second journal artricle that the campaign against thimerosal ""has caused legal, political, and social harms.""",CauseNet-cause.csv,Intrasentencial,"[('thimerosal_in_vaccines', 'autism')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
3763,"Despite the influence of talent on admission status, the negligible correlation between talent and being hard-working (-0.02) suggests that having talent does not translate into or cause students to be more hard-working.",CausalBench_Text_Part.csv,intrasentencial,"[('talent', 'being hardworking')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
4463,"A spokesman said the savings bank may not qualify for the capital requirements because , under the proposed guidelines , its $ 380 million of preferred stock does n't meet the "" core capital "" criteria outlined under the new Financial Institutions Reform , Recovery and Enforcement Act of 1989 .",ECI-B_CTB_EN.csv,intrasentencial,"[('proposed guidelines', '$380 million of preferred stock doesn‚Äôt meet ‚Äúcore capital‚Äù criteria'), ('preferred stock not meeting ‚Äúcore capital‚Äù criteria', 'savings bank may not qualify for the capital requirements')]",explicit,Yes,['because'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
3772,"The probability of freckles decreases from 48% to 40% when drugs are taken as assigned, which suggests that taking all assigned drugs results in a decrease in the chance of freckles.",CausalBench_Text_Part.csv,intrasentencial,"[('taking assigned drugs', 'decrease in the chance of freckles')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
5533,"During the third quarter , Compaq purchased a former Wang Laboratories manufacturing facility in Stirling , Scotland , which will be used for international service and repair operations .",ECI-B_CTB_EN.csv,Intrasentencial,"[('compaq purchased facility in stirling', 'facility will be used for international service and repair operations')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
6483,The severity of the imbalance determines the likelihood that someone develops thrombosis .,medcaus.csv,Intrasentencial,"[('""severity of the imbalance"",', '""thrombosis""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
2280,"The venom may cause bleeding, kidney failure, a severe allergic reaction, tissue death around the bite, or breathing problems.",CauseNet-cause.csv,Intrasentencial,"[('venom', 'tissue_death'), ('venom', 'bleeding')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
2778,"Toxicity is rare, but would cause weakness, sleepiness and breathing difficulties.",CauseNet-cause.csv,Intrasentencial,"[('toxicity', 'sleepiness'), ('toxicity', 'weakness')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
8670,The students exited the classroom. The bell rang.,copa,Intersentential,"[(The bell rang.), (The students exited the classroom.)]",implicit,No,,2d,"[('The students exited the classroom', 'The bell rang')]",,['implicit'],['intersentential'],0.0,incorrect,correct,incorrect
2560,Hail and rain on September 4th caused some crop damage in the Mossbank area.,CauseNet-cause.csv,Intrasentencial,"[('hail', 'crop_damage'), ('rain', 'crop_damage')]",explicit,Yes,"['cause', 'caused']",2e,"[('Hail and rain on September 4th', 'some crop damage in the Mossbank area')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct
8571,The ballerina tore a ligament. She twisted her ankle.,copa,Intersentential,"[(She twisted her ankle.), (The ballerina tore a ligament.)]",implicit,No,,2d,"[('tore a ligament', 'twist her ankle')]",,['implicit'],['intersentential'],0.0,incorrect,correct,incorrect
335,"Screen-detected cancer can fall into one of three categories: cancer that results in death in spite of early diagnosis and treatment, cancer for which early diagnosis and treatment improves survival, and cancer for which the outcome would be good in the absence of screening due to indolent tumors.",CauseNet-noncause.csv,Intrasentencial,"[('cancer', 'cancer')]",explicit,No,"['results in', 'due to']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
1304,"And he gave his opinion, from reviewing all of Mr. Roberts' medical records and the radiation exposure levels and everything there was, that the exposure to radiation at the time of Baneberry was the cause of his death three years and three and a half months later for a variety of reasons, every one of which was compelling.",CauseNet-cause.csv,Intrasentencial,"[('exposure_to_radiation', 'death')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
